代码,名称,当前价,评分,信号数量,信号列表,详情
300286,安科瑞,19.31,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量55%)', '均线粘合(离散度2.49%)']"
300287,飞利信,3.53,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度53%', '地量(均量45%)', '均线粘合(离散度1.27%)']"
300296,利亚德,4.89,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量21%)', '均线粘合(离散度2.43%)']"
300303,聚飞光电,6.92,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量21%)', '均线粘合(离散度3.68%)']"
300310,宜通世纪,4.29,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度43%', '地量(均量50%)', '均线粘合(离散度1.13%)']"
300317,珈伟新能,4.15,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量55%)', '均线粘合(离散度0.98%)']"
300332,天壕能源,4.92,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度43%', '地量(均量46%)', '均线粘合(离散度1.82%)']"
300334,津膜科技,8.74,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量47%)', '均线粘合(离散度0.91%)']"
300337,银邦股份,9.4,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量40%)', '均线粘合(离散度2.39%)']"
300342,天银机电,32.17,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量23%)', '均线粘合(离散度4.74%)']"
300343,联创股份,5.5,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度45%', '地量(均量42%)', '均线粘合(离散度2.46%)']"
300393,中来股份,6.15,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量53%)', '均线粘合(离散度1.31%)']"
300395,菲利华,93.38,9,4,"['均线粘合', '形态收敛', '低点抬高', '低位']",['均线粘合(离散度1.62%)']
300409,道氏技术,17.09,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量34%)', '均线粘合(离散度2.65%)']"
300423,昇辉科技,5.54,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度56%', '地量(均量38%)', '均线粘合(离散度1.29%)']"
300436,广生堂,86.56,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量32%)', '均线粘合(离散度3.52%)']"
300437,清水源,10.7,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量34%)', '均线粘合(离散度1.94%)']"
300444,双杰电气,9.03,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量35%)', '均线粘合(离散度4.67%)']"
300447,全信股份,14.18,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量40%)', '均线粘合(离散度1.36%)']"
300451,创业慧康,3.36,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度58%', '地量(均量53%)', '均线粘合(离散度1.25%)']"
300465,高伟达,11.41,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量44%)', '均线粘合(离散度2.13%)']"
300481,濮阳惠成,14.15,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度53%', '地量(均量49%)', '均线粘合(离散度1.93%)']"
300501,海顺新材,9.43,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量34%)', '均线粘合(离散度4.54%)']"
300507,苏奥传感,6.49,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量57%)', '均线粘合(离散度1.26%)']"
300522,世名科技,14.62,9,4,"['均线粘合', '形态收敛', '低点抬高', '低位']","['筹码集中度44%', '均线粘合(离散度2.46%)']"
300525,博思软件,7.72,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量51%)', '均线粘合(离散度1.90%)']"
300538,同益股份,14.48,9,3,"['地量', '均线粘合', '形态收敛']","['地量(均量37%)', '均线粘合(离散度1.41%)']"
300543,朗科智能,7.48,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度54%', '地量(均量58%)', '均线粘合(离散度1.39%)']"
300552,万集科技,20.6,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量45%)', '均线粘合(离散度1.34%)']"
300565,科信技术,9.92,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量45%)', '均线粘合(离散度1.82%)']"
300605,恒锋信息,9.94,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度53%', '地量(均量45%)', '均线粘合(离散度1.70%)']"
300632,光莆股份,19.07,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量51%)', '均线粘合(离散度1.98%)']"
300637,扬帆新材,9.3,9,3,"['地量', '均线粘合', '形态收敛']","['地量(均量38%)', '均线粘合(离散度1.76%)']"
300641,正丹股份,13.72,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量19%)', '均线粘合(离散度2.06%)']"
300654,世纪天鸿,9.86,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度60%', '地量(均量50%)', '均线粘合(离散度2.32%)']"
300664,鹏鹞环保,4.64,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度48%', '地量(均量31%)', '均线粘合(离散度1.37%)']"
300667,必创科技,14.88,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量56%)', '均线粘合(离散度0.86%)']"
300686,智动力,14.86,9,3,"['地量', '均线粘合', '形态收敛']","['地量(均量38%)', '均线粘合(离散度0.68%)']"
300696,爱乐达,20.3,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量51%)', '均线粘合(离散度2.08%)']"
300699,光威复材,23.55,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量30%)', '均线粘合(离散度3.24%)']"
300713,英可瑞,12.79,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度46%', '地量(均量44%)', '均线粘合(离散度1.68%)']"
300715,凯伦股份,13.98,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量53%)', '均线粘合(离散度0.77%)']"
300738,奥飞数据,19.58,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量37%)', '均线粘合(离散度3.05%)']"
300748,金力永磁,25.36,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量32%)', '均线粘合(离散度3.02%)']"
300753,爱朋医疗,20.36,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度43%', '地量(均量51%)', '均线粘合(离散度2.53%)']"
300758,七彩化学,11.3,9,3,"['地量', '均线粘合', '形态收敛']","['地量(均量29%)', '均线粘合(离散度1.59%)']"
300766,每日互动,21.9,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度43%', '地量(均量38%)', '均线粘合(离散度1.05%)']"
300775,三角防务,21.06,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度50%', '地量(均量39%)', '均线粘合(离散度1.18%)']"
300782,卓胜微,73.74,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量40%)', '均线粘合(离散度3.84%)']"
300801,泰和科技,21.78,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量35%)', '均线粘合(离散度4.46%)']"
300809,华辰装备,24.56,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量50%)', '均线粘合(离散度0.99%)']"
300847,中船汉光,13.78,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度67%', '地量(均量49%)', '均线粘合(离散度0.85%)']"
300851,交大思诺,23.36,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度48%', '地量(均量56%)', '均线粘合(离散度1.51%)']"
300858,科拓生物,14.35,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量21%)', '均线粘合(离散度1.18%)']"
300861,美畅股份,16.15,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量34%)', '均线粘合(离散度3.96%)']"
300875,捷强装备,32.42,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度58%', '地量(均量41%)', '均线粘合(离散度1.89%)']"
300880,迦南智能,20.39,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度49%', '地量(均量34%)', '均线粘合(离散度1.34%)']"
300883,龙利得,6.34,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度74%', '地量(均量34%)', '均线粘合(离散度2.94%)']"
300885,海昌新材,19.0,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量30%)', '均线粘合(离散度4.06%)']"
300896,爱美客,89.47,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度40%', '地量(均量41%)', '均线粘合(离散度2.60%)']"
300919,中伟新材,38.03,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量35%)', '均线粘合(离散度2.18%)']"
300930,屹通新材,24.68,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量56%)', '均线粘合(离散度1.43%)']"
300935,盈建科,27.01,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量55%)', '均线粘合(离散度2.92%)']"
300948,冠中生态,18.95,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量34%)', '均线粘合(离散度3.94%)']"
300956,英力股份,11.2,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度43%', '地量(均量45%)', '均线粘合(离散度1.42%)']"
300963,中洲特材,11.12,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量42%)', '均线粘合(离散度2.33%)']"
300965,恒宇信通,41.41,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量44%)', '均线粘合(离散度1.72%)']"
300980,祥源新材,23.42,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量48%)', '均线粘合(离散度1.98%)']"
300982,苏文电能,14.17,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量31%)', '均线粘合(离散度2.16%)']"
301024,霍普股份,32.18,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量53%)', '均线粘合(离散度1.09%)']"
301026,浩通科技,19.51,9,3,"['地量', '均线粘合', '形态收敛']","['地量(均量35%)', '均线粘合(离散度1.89%)']"
301027,华蓝集团,19.9,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度70%', '地量(均量38%)', '均线粘合(离散度1.38%)']"
301028,鼎熔岩,13.45,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量57%)', '均线粘合(离散度1.26%)']"
301040,中环海陆,26.91,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度41%', '地量(均量26%)', '均线粘合(离散度2.66%)']"
301048,金鹰重工,8.97,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度41%', '地量(均量33%)', '均线粘合(离散度0.98%)']"
301083,百胜智能,13.5,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度54%', '地量(均量50%)', '均线粘合(离散度1.41%)']"
301097,天益医疗,33.66,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度57%', '地量(均量60%)', '均线粘合(离散度0.75%)']"
301100,风光股份,15.11,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度59%', '地量(均量43%)', '均线粘合(离散度1.56%)']"
301109,军信股份,12.96,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度53%', '地量(均量49%)', '均线粘合(离散度1.51%)']"
301112,信邦智能,29.85,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度54%', '地量(均量37%)', '均线粘合(离散度1.26%)']"
301138,华研精机,27.8,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度45%', '地量(均量46%)', '均线粘合(离散度1.24%)']"
301141,中科磁业,37.08,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量35%)', '均线粘合(离散度2.51%)']"
301159,三维天地,30.91,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度54%', '地量(均量51%)', '均线粘合(离散度1.41%)']"
301175,中科环保,5.65,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度79%', '地量(均量36%)', '均线粘合(离散度2.36%)']"
301180,万祥科技,11.48,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量45%)', '均线粘合(离散度1.24%)']"
301198,喜悦智行,12.2,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量54%)', '均线粘合(离散度2.54%)']"
301199,迈赫股份,18.16,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度49%', '地量(均量44%)', '均线粘合(离散度0.94%)']"
301201,诚达药业,34.32,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度45%', '地量(均量55%)', '均线粘合(离散度1.98%)']"
301203,国泰环保,33.43,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量50%)', '均线粘合(离散度1.59%)']"
301222,浙江恒威,25.59,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量44%)', '均线粘合(离散度1.41%)']"
301226,祥明智能,30.17,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量23%)', '均线粘合(离散度1.83%)']"
301233,盛帮股份,31.48,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量47%)', '均线粘合(离散度1.58%)']"
301256,华融化学,9.83,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量40%)', '均线粘合(离散度2.46%)']"
301272,英华特,34.01,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度50%', '地量(均量54%)', '均线粘合(离散度1.38%)']"
301275,汉朔科技,41.44,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度75%', '地量(均量59%)', '均线粘合(离散度1.02%)']"
301279,金道科技,22.7,9,4,"['地量', '均线粘合', '形态收敛', '低点抬高']","['筹码集中度61%', '地量(均量54%)', '均线粘合(离散度3.97%)']"
301302,华如科技,21.01,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量28%)', '均线粘合(离散度3.12%)']"
301306,西测测试,100.03,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量37%)', '均线粘合(离散度3.76%)']"
301349,信德新材,45.86,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度46%', '地量(均量54%)', '均线粘合(离散度2.31%)']"
301361,众智科技,26.89,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量55%)', '均线粘合(离散度2.12%)']"
301389,隆扬电子,60.13,9,4,"['均线粘合', '形态收敛', '低点抬高', '低位']",['均线粘合(离散度1.69%)']
301428,世纪恒通,26.41,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量26%)', '均线粘合(离散度3.24%)']"
301429,森泰股份,16.96,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度52%', '地量(均量57%)', '均线粘合(离散度1.84%)']"
301468,博盈特焊,32.12,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量56%)', '均线粘合(离散度2.69%)']"
301488,豪恩汽电,93.12,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量37%)', '均线粘合(离散度4.55%)']"
301522,上大股份,23.36,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量47%)', '均线粘合(离散度0.58%)']"
301535,浙江华远,13.59,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量53%)', '均线粘合(离散度2.88%)']"
301555,惠柏新材,35.85,9,3,"['地量', '均线粘合', '形态收敛']","['地量(均量37%)', '均线粘合(离散度1.40%)']"
301565,中仑新材,19.35,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量55%)', '均线粘合(离散度2.19%)']"
301587,中瑞股份,21.26,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量40%)', '均线粘合(离散度0.67%)']"
399234,水电煤气指数,973.8,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度47%', '地量(均量50%)', '均线粘合(离散度0.23%)']"
399302,深证公司债综合指数,226.17,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度100%', '地量(均量24%)', '均线粘合(离散度0.12%)']"
399366,国证能源金属指数,2406.96,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量41%)', '均线粘合(离散度2.81%)']"
399368,国证航天军工指数,7180.1,9,4,"['均线粘合', '形态收敛', '低点抬高', '低位']","['筹码集中度49%', '均线粘合(离散度0.59%)']"
399390,国证1000公用事业行业指数,2606.45,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度73%', '地量(均量41%)', '均线粘合(离散度0.10%)']"
399419,国证高铁指数,1879.08,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度71%', '地量(均量56%)', '均线粘合(离散度0.49%)']"
399438,国证绿色电力指数,2032.53,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度60%', '地量(均量55%)', '均线粘合(离散度0.24%)']"
399806,中证环境治理指数,1279.86,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度55%', '地量(均量54%)', '均线粘合(离散度0.65%)']"
600004,白云机场,7.63,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度84%', '地量(均量55%)', '均线粘合(离散度0.85%)']"
600009,上海机场,22.68,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度75%', '地量(均量50%)', '均线粘合(离散度0.88%)']"
600012,皖通高速,15.97,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度91%', '地量(均量58%)', '均线粘合(离散度0.78%)']"
600019,宝钢股份,5.76,8,3,"['均线粘合', '形态收敛', '低点抬高']","['筹码集中度100%', '均线粘合(离散度0.47%)']"
600023,浙能电力,5.08,8,4,"['地量', '均线粘合', '低点抬高', '低位']","['筹码集中度65%', '地量(均量43%)', '均线粘合(离散度0.83%)']"
600025,华能水电,9.68,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度99%', '地量(均量59%)', '均线粘合(离散度0.25%)']"
600038,中直股份,27.05,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度74%', '地量(均量45%)', '均线粘合(离散度1.49%)']"
600051,宁波联合,6.07,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度56%', '地量(均量51%)', '均线粘合(离散度1.57%)']"
600064,南京高科,7.76,8,3,"['均线粘合', '形态收敛', '低点抬高']","['筹码集中度93%', '均线粘合(离散度1.15%)']"
600081,东风科技,10.34,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度57%', '地量(均量44%)', '均线粘合(离散度1.87%)']"
600089,特变电工,18.13,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量28%)', '均线粘合(离散度3.70%)']"
600098,广州发展,6.28,8,4,"['地量', '均线粘合', '低点抬高', '低位']","['筹码集中度66%', '地量(均量41%)', '均线粘合(离散度0.71%)']"
600099,林海股份,9.03,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度46%', '地量(均量52%)', '均线粘合(离散度2.54%)']"
600101,明星电力,7.94,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量52%)', '均线粘合(离散度0.44%)']"
600114,东睦股份,28.08,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量51%)', '均线粘合(离散度3.20%)']"
600129,太极集团,13.46,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量41%)', '均线粘合(离散度4.45%)']"
600133,东湖高新,8.08,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度79%', '地量(均量37%)', '均线粘合(离散度1.42%)']"
600137,浪莎股份,17.21,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度42%', '地量(均量41%)', '均线粘合(离散度1.80%)']"
600141,兴发集团,29.33,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度48%', '地量(均量43%)', '均线粘合(离散度3.55%)']"
600143,金发科技,13.17,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量37%)', '均线粘合(离散度4.24%)']"
600161,天坛生物,12.17,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度76%', '地量(均量58%)', '均线粘合(离散度0.53%)']"
600166,福田汽车,2.78,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量47%)', '均线粘合(离散度2.17%)']"
600168,武汉控股,4.33,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度62%', '地量(均量43%)', '均线粘合(离散度1.05%)']"
600178,东安动力,9.61,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度87%', '地量(均量57%)', '均线粘合(离散度1.52%)']"
600179,安通控股,4.55,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度100%', '地量(均量54%)', '均线粘合(离散度1.14%)']"
600195,中牧股份,6.62,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度48%', '地量(均量59%)', '均线粘合(离散度1.83%)']"
600196,复星医药,22.03,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度68%', '地量(均量59%)', '均线粘合(离散度1.94%)']"
600202,哈空调,4.97,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度51%', '地量(均量52%)', '均线粘合(离散度2.23%)']"
600207,安彩高科,4.82,8,4,"['均线粘合', '形态收敛', '低点抬高', '低位']",['均线粘合(离散度3.10%)']
600208,衢州发展,2.86,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度52%', '地量(均量46%)', '均线粘合(离散度1.18%)']"
600211,西藏药业,36.15,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度84%', '地量(均量40%)', '均线粘合(离散度1.28%)']"
600219,南山铝业,4.78,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度55%', '地量(均量57%)', '均线粘合(离散度2.23%)']"
600232,金鹰股份,6.47,8,3,"['地量', '均线粘合', '形态收敛']","['地量(均量41%)', '均线粘合(离散度2.14%)']"
600233,圆通速递,18.33,8,3,"['均线粘合', '形态收敛', '低点抬高']","['筹码集中度75%', '均线粘合(离散度1.02%)']"
600234,科新发展,21.6,8,3,"['地量', '均线粘合', '形态收敛']","['地量(均量50%)', '均线粘合(离散度0.85%)']"
600271,航天信息,6.69,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度57%', '地量(均量47%)', '均线粘合(离散度0.68%)']"
600279,重庆港,4.33,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度53%', '地量(均量50%)', '均线粘合(离散度1.85%)']"
600284,浦东建设,5.07,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度51%', '地量(均量45%)', '均线粘合(离散度0.88%)']"
600298,安琪酵母,39.8,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度83%', '地量(均量58%)', '均线粘合(离散度1.00%)']"
600320,振华重工,4.17,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度53%', '地量(均量55%)', '均线粘合(离散度0.56%)']"
600322,津投城开,2.67,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度86%', '地量(均量54%)', '均线粘合(离散度0.90%)']"
600326,西藏天路,6.83,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度47%', '地量(均量44%)', '均线粘合(离散度2.43%)']"
600358,国旅联合,5.01,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量40%)', '均线粘合(离散度0.94%)']"
600366,宁波韵升,11.23,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量46%)', '均线粘合(离散度4.28%)']"
600372,中航机载,11.41,8,4,"['地量', '均线粘合', '低点抬高', '低位']","['筹码集中度71%', '地量(均量51%)', '均线粘合(离散度1.19%)']"
600376,首开股份,3.17,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量44%)', '均线粘合(离散度4.93%)']"
600379,宝光股份,14.43,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度52%', '地量(均量48%)', '均线粘合(离散度1.83%)']"
600388,紫金龙净,17.45,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度88%', '地量(均量44%)', '均线粘合(离散度2.12%)']"
600396,华电辽能,13.65,8,3,"['地量', '均线粘合', '形态收敛']","['地量(均量58%)', '均线粘合(离散度2.35%)']"
600415,小商品城,11.82,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度71%', '地量(均量43%)', '均线粘合(离散度2.25%)']"
600419,天润乳业,8.56,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度77%', '地量(均量58%)', '均线粘合(离散度1.99%)']"
600426,华鲁恒升,19.47,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度59%', '地量(均量58%)', '均线粘合(离散度1.59%)']"
600428,中远海特,11.17,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度49%', '地量(均量50%)', '均线粘合(离散度2.18%)']"
600446,金证股份,10.48,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度47%', '地量(均量54%)', '均线粘合(离散度1.40%)']"
600477,杭萧钢构,2.42,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度58%', '地量(均量47%)', '均线粘合(离散度1.13%)']"
600482,中国动力,33.95,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度60%', '地量(均量47%)', '均线粘合(离散度2.76%)']"
600499,科达制造,13.44,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量48%)', '均线粘合(离散度2.26%)']"
600507,方大特钢,4.1,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度53%', '地量(均量48%)', '均线粘合(离散度1.12%)']"
600511,国药股份,26.06,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度100%', '地量(均量51%)', '均线粘合(离散度1.19%)']"
600513,联环药业,14.85,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量33%)', '均线粘合(离散度3.62%)']"
600516,方大炭素,5.6,8,3,"['均线粘合', '形态收敛', '低点抬高']","['筹码集中度83%', '均线粘合(离散度0.81%)']"
600519,贵州茅台,1257.12,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度90%', '地量(均量58%)', '均线粘合(离散度0.71%)']"
600523,贵航股份,11.82,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度72%', '地量(均量53%)', '均线粘合(离散度1.58%)']"
600526,菲达环保,4.56,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度65%', '地量(均量57%)', '均线粘合(离散度1.87%)']"
600529,山东药玻,18.43,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度100%', '地量(均量33%)', '均线粘合(离散度1.13%)']"
600531,豫光金铅,12.31,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度41%', '地量(均量43%)', '均线粘合(离散度2.72%)']"
600546,山煤国际,13.39,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度75%', '地量(均量58%)', '均线粘合(离散度2.04%)']"
600549,厦门钨业,50.49,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量45%)', '均线粘合(离散度4.66%)']"
600559,老白干酒,11.03,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度54%', '地量(均量53%)', '均线粘合(离散度1.93%)']"
600563,法拉电子,124.46,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度48%', '地量(均量45%)', '均线粘合(离散度3.76%)']"
600566,济川药业,25.19,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度94%', '地量(均量48%)', '均线粘合(离散度0.20%)']"
600572,康恩贝,4.26,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度86%', '地量(均量50%)', '均线粘合(离散度0.86%)']"
