代码,名称,当前价,评分,信号数量,信号列表,详情
002010,传化智联,4.54,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度57%', '地量(均量43%)', '均线粘合(离散度0.96%)']"
002012,凯恩股份,7.35,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度60%', '地量(均量39%)', '均线粘合(离散度4.79%)']"
002015,协鑫能科,15.92,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度43%', '地量(均量51%)', '均线粘合(离散度2.95%)']"
002021,中捷资源,2.64,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度60%', '地量(均量55%)', '均线粘合(离散度1.80%)']"
002030,达安基因,5.37,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度41%', '地量(均量59%)', '均线粘合(离散度1.04%)']"
002050,三花智控,35.31,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量48%)', '均线粘合(离散度4.12%)']"
002054,德美化工,7.07,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度59%', '地量(均量41%)', '均线粘合(离散度1.20%)']"
002065,东华软件,6.66,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度49%', '地量(均量46%)', '均线粘合(离散度1.96%)']"
002076,星光股份,2.13,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度63%', '地量(均量60%)', '均线粘合(离散度0.95%)']"
002083,孚日股份,9.75,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量46%)', '均线粘合(离散度3.13%)']"
002119,康强电子,24.82,8,4,"['均线粘合', '形态收敛', '低点抬高', '低位']","['筹码集中度44%', '均线粘合(离散度3.62%)']"
002123,梦网科技,7.63,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度48%', '地量(均量53%)', '均线粘合(离散度2.18%)']"
002126,银轮股份,39.37,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量53%)', '均线粘合(离散度4.24%)']"
002140,东华科技,9.19,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度56%', '地量(均量46%)', '均线粘合(离散度0.90%)']"
002144,宏达高科,10.46,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度60%', '地量(均量58%)', '均线粘合(离散度2.06%)']"
002150,正泰电源,21.24,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量39%)', '均线粘合(离散度3.50%)']"
002152,广电运通,9.28,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度51%', '地量(均量48%)', '均线粘合(离散度2.04%)']"
002188,中天服务,5.37,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度46%', '地量(均量56%)', '均线粘合(离散度2.68%)']"
002191,劲嘉股份,3.63,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度87%', '地量(均量53%)', '均线粘合(离散度1.01%)']"
002197,证通电子,6.57,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度57%', '地量(均量59%)', '均线粘合(离散度1.57%)']"
002216,三全食品,11.66,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度62%', '地量(均量49%)', '均线粘合(离散度2.78%)']"
002226,江南化工,5.1,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度71%', '地量(均量53%)', '均线粘合(离散度1.56%)']"
002237,恒邦股份,13.88,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度70%', '地量(均量56%)', '均线粘合(离散度2.21%)']"
002249,大洋电机,6.37,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量47%)', '均线粘合(离散度4.09%)']"
002259,升达林业,4.11,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量33%)', '均线粘合(离散度3.21%)']"
002262,恩华药业,21.49,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度91%', '地量(均量51%)', '均线粘合(离散度0.91%)']"
002272,川润股份,16.73,8,3,"['地量', '均线粘合', '形态收敛']","['地量(均量53%)', '均线粘合(离散度1.54%)']"
002273,水晶光电,25.47,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量50%)', '均线粘合(离散度4.92%)']"
002293,罗莱生活,10.9,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度77%', '地量(均量34%)', '均线粘合(离散度0.98%)']"
002301,齐心集团,7.81,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度78%', '地量(均量47%)', '均线粘合(离散度1.59%)']"
002331,皖通科技,6.67,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量44%)', '均线粘合(离散度1.38%)']"
002335,科华数据,29.65,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量49%)', '均线粘合(离散度3.34%)']"
002348,高乐股份,10.62,8,3,"['地量', '均线粘合', '形态收敛']","['地量(均量47%)', '均线粘合(离散度1.52%)']"
002356,鹏飞绿能,2.7,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量41%)', '均线粘合(离散度1.38%)']"
002361,神剑股份,10.49,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量54%)', '均线粘合(离散度3.08%)']"
002369,卓翼科技,5.68,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度58%', '地量(均量53%)', '均线粘合(离散度2.63%)']"
002372,伟星新材,8.08,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度62%', '地量(均量55%)', '均线粘合(离散度1.42%)']"
002373,千方科技,7.33,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度59%', '地量(均量53%)', '均线粘合(离散度1.10%)']"
002374,中锐股份,3.1,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度62%', '地量(均量49%)', '均线粘合(离散度0.67%)']"
002376,新北洋,6.56,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度94%', '地量(均量55%)', '均线粘合(离散度1.45%)']"
002380,科远智慧,26.84,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量45%)', '均线粘合(离散度3.71%)']"
002397,梦洁股份,3.7,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度42%', '地量(均量55%)', '均线粘合(离散度1.53%)']"
002407,多氟多,33.21,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度48%', '地量(均量47%)', '均线粘合(离散度4.29%)']"
002408,齐翔腾达,5.4,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度54%', '地量(均量27%)', '均线粘合(离散度2.57%)']"
002416,爱施德,9.0,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量45%)', '均线粘合(离散度1.60%)']"
002448,中原内配,11.28,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度43%', '地量(均量48%)', '均线粘合(离散度1.99%)']"
002452,长高电气,12.11,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度74%', '地量(均量45%)', '均线粘合(离散度1.43%)']"
002454,松芝股份,4.97,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度43%', '地量(均量54%)', '均线粘合(离散度1.10%)']"
002456,欧菲光,7.02,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量52%)', '均线粘合(离散度3.61%)']"
002462,嘉事堂,12.2,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度56%', '地量(均量56%)', '均线粘合(离散度1.58%)']"
002490,山东墨龙,7.31,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度41%', '地量(均量47%)', '均线粘合(离散度2.78%)']"
002497,雅化集团,16.61,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量35%)', '均线粘合(离散度4.39%)']"
002506,协鑫集成,2.49,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量41%)', '均线粘合(离散度2.60%)']"
002511,中顺洁柔,7.0,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度65%', '地量(均量47%)', '均线粘合(离散度0.72%)']"
002523,天桥起重,3.41,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度70%', '地量(均量55%)', '均线粘合(离散度2.27%)']"
002526,山东矿机,2.64,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度50%', '地量(均量41%)', '均线粘合(离散度1.03%)']"
002545,东方铁塔,15.93,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量53%)', '均线粘合(离散度2.91%)']"
002550,千红制药,6.43,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度66%', '地量(均量37%)', '均线粘合(离散度2.15%)']"
002552,宝鼎科技,54.24,8,3,"['均线粘合', '形态收敛', '低点抬高']","['筹码集中度44%', '均线粘合(离散度2.54%)']"
002568,百润股份,17.92,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度83%', '地量(均量50%)', '均线粘合(离散度0.99%)']"
002582,好想你,9.74,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度57%', '地量(均量45%)', '均线粘合(离散度2.07%)']"
002583,海能达,8.26,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度62%', '地量(均量46%)', '均线粘合(离散度1.10%)']"
002603,以岭药业,15.2,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度65%', '地量(均量44%)', '均线粘合(离散度2.45%)']"
002626,金达威,16.13,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度72%', '地量(均量39%)', '均线粘合(离散度3.18%)']"
002628,成都路桥,5.07,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度71%', '地量(均量39%)', '均线粘合(离散度1.23%)']"
002645,华宏科技,18.27,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量42%)', '均线粘合(离散度3.37%)']"
002647,仁东控股,10.89,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度49%', '地量(均量45%)', '均线粘合(离散度2.32%)']"
002648,卫星化学,26.61,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度75%', '地量(均量37%)', '均线粘合(离散度2.53%)']"
002664,信质集团,14.86,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量41%)', '均线粘合(离散度3.52%)']"
002675,东诚药业,12.47,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度61%', '地量(均量44%)', '均线粘合(离散度0.89%)']"
002683,广东宏大,28.11,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度54%', '地量(均量50%)', '均线粘合(离散度1.95%)']"
002713,东易日盛,10.92,8,3,"['均线粘合', '形态收敛', '低点抬高']",['均线粘合(离散度1.55%)']
002715,登云股份,13.11,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量49%)', '均线粘合(离散度2.41%)']"
002722,物产金轮,12.97,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度67%', '地量(均量53%)', '均线粘合(离散度1.66%)']"
002727,一心堂,10.84,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度63%', '地量(均量49%)', '均线粘合(离散度1.21%)']"
002763,汇洁股份,7.24,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度69%', '地量(均量50%)', '均线粘合(离散度1.32%)']"
002766,索菱股份,4.03,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度48%', '地量(均量48%)', '均线粘合(离散度2.14%)']"
002783,凯龙股份,7.76,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度69%', '地量(均量44%)', '均线粘合(离散度2.00%)']"
002785,万里石,39.39,8,3,"['均线粘合', '形态收敛', '低点抬高']","['筹码集中度41%', '均线粘合(离散度1.39%)']"
002791,坚朗五金,14.48,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度66%', '地量(均量42%)', '均线粘合(离散度1.37%)']"
002812,恩捷股份,48.58,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量32%)', '均线粘合(离散度4.98%)']"
002813,路畅科技,21.65,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度44%', '地量(均量50%)', '均线粘合(离散度2.48%)']"
002829,星网宇达,20.24,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度64%', '地量(均量59%)', '均线粘合(离散度0.96%)']"
002830,名雕股份,14.56,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度50%', '地量(均量43%)', '均线粘合(离散度1.43%)']"
002833,弘亚数控,18.32,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度82%', '地量(均量58%)', '均线粘合(离散度1.29%)']"
002838,道恩股份,25.24,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度44%', '地量(均量55%)', '均线粘合(离散度3.75%)']"
002839,张家港行,4.3,8,3,"['均线粘合', '形态收敛', '低点抬高']","['筹码集中度100%', '均线粘合(离散度0.66%)']"
002845,同兴达,14.0,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度50%', '地量(均量41%)', '均线粘合(离散度0.95%)']"
002853,皮阿诺,21.88,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度47%', '地量(均量41%)', '均线粘合(离散度1.39%)']"
002858,力盛体育,11.33,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度47%', '地量(均量42%)', '均线粘合(离散度1.95%)']"
002873,新天药业,8.03,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度51%', '地量(均量46%)', '均线粘合(离散度1.90%)']"
002876,三利谱,31.69,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度76%', '地量(均量53%)', '均线粘合(离散度2.74%)']"
002879,长缆科技,16.47,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度54%', '地量(均量49%)', '均线粘合(离散度1.70%)']"
002884,凌霄泵业,15.48,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度60%', '地量(均量41%)', '均线粘合(离散度1.05%)']"
002910,庄园牧场,9.77,8,3,"['地量', '均线粘合', '形态收敛']","['地量(均量48%)', '均线粘合(离散度1.87%)']"
002916,深南电路,384.5,8,3,"['均线粘合', '形态收敛', '低点抬高']","['筹码集中度45%', '均线粘合(离散度2.29%)']"
002917,金奥博,10.12,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量40%)', '均线粘合(离散度1.02%)']"
002920,德赛西威,84.73,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度47%', '地量(均量50%)', '均线粘合(离散度1.58%)']"
002921,联诚精密,20.42,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量48%)', '均线粘合(离散度4.57%)']"
002922,伊戈尔,23.52,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量54%)', '均线粘合(离散度4.07%)']"
002929,润建股份,52.2,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量41%)', '均线粘合(离散度3.50%)']"
002935,天奥电子,15.96,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量46%)', '均线粘合(离散度3.30%)']"
002938,鹏鼎控股,89.88,8,3,"['均线粘合', '形态收敛', '低点抬高']",['均线粘合(离散度1.31%)']
002951,金时科技,15.92,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度61%', '地量(均量26%)', '均线粘合(离散度3.25%)']"
002969,嘉美包装,11.46,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量34%)', '均线粘合(离散度4.08%)']"
002985,北摩高科,27.41,8,4,"['地量', '均线粘合', '低点抬高', '低位']","['筹码集中度46%', '地量(均量44%)', '均线粘合(离散度2.75%)']"
003003,天元股份,10.52,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度58%', '地量(均量57%)', '均线粘合(离散度2.01%)']"
003007,直真科技,40.0,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度44%', '地量(均量46%)', '均线粘合(离散度1.84%)']"
003009,中天火箭,48.1,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量46%)', '均线粘合(离散度3.16%)']"
003011,海象新材,19.2,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度51%', '地量(均量45%)', '均线粘合(离散度2.13%)']"
003023,彩虹集团,25.52,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度46%', '地量(均量24%)', '均线粘合(离散度4.91%)']"
003038,鑫铂股份,10.52,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量45%)', '均线粘合(离散度1.46%)']"
300004,南风股份,8.25,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量55%)', '均线粘合(离散度2.64%)']"
300012,华测检测,14.53,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度85%', '地量(均量59%)', '均线粘合(离散度1.43%)']"
300017,网宿科技,15.15,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度56%', '地量(均量50%)', '均线粘合(离散度1.79%)']"
300039,上海凯宝,5.07,8,3,"['地量', '均线粘合', '形态收敛']","['地量(均量56%)', '均线粘合(离散度2.42%)']"
300071,福石控股,4.14,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度64%', '地量(均量56%)', '均线粘合(离散度0.95%)']"
300072,海新能科,3.61,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度56%', '地量(均量49%)', '均线粘合(离散度1.59%)']"
300074,华平股份,3.6,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度59%', '地量(均量59%)', '均线粘合(离散度1.96%)']"
300075,数字政通,10.37,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度54%', '地量(均量58%)', '均线粘合(离散度1.52%)']"
300083,创世纪,12.78,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度43%', '地量(均量50%)', '均线粘合(离散度1.68%)']"
300086,康芝药业,6.27,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度61%', '地量(均量46%)', '均线粘合(离散度1.64%)']"
300088,长信科技,7.23,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度60%', '地量(均量50%)', '均线粘合(离散度3.11%)']"
300098,高新兴,4.33,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度41%', '地量(均量58%)', '均线粘合(离散度1.36%)']"
300105,龙源技术,7.25,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度52%', '地量(均量29%)', '均线粘合(离散度4.00%)']"
300118,东方日升,9.19,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量46%)', '均线粘合(离散度3.68%)']"
300141,和顺电气,10.15,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度62%', '地量(均量56%)', '均线粘合(离散度1.20%)']"
300145,南方泵业,4.87,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度52%', '地量(均量56%)', '均线粘合(离散度0.65%)']"
300165,天瑞仪器,5.09,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度41%', '地量(均量41%)', '均线粘合(离散度1.36%)']"
300169,天晟新材,5.5,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度72%', '地量(均量41%)', '均线粘合(离散度2.74%)']"
300170,汉得信息,15.3,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量51%)', '均线粘合(离散度1.76%)']"
300174,元力股份,18.79,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量47%)', '均线粘合(离散度4.28%)']"
300184,力源信息,12.28,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度41%', '地量(均量52%)', '均线粘合(离散度3.26%)']"
300185,通裕重工,2.78,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度56%', '地量(均量41%)', '均线粘合(离散度0.65%)']"
300196,长海股份,20.51,8,4,"['均线粘合', '形态收敛', '低点抬高', '低位']",['均线粘合(离散度4.78%)']
300218,安利股份,12.39,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度57%', '地量(均量42%)', '均线粘合(离散度1.07%)']"
300254,仟源医药,8.67,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度48%', '地量(均量59%)', '均线粘合(离散度1.62%)']"
300255,常山药业,23.06,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量58%)', '均线粘合(离散度4.20%)']"
300258,精锻科技,8.88,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量24%)', '均线粘合(离散度4.40%)']"
300264,佳创视讯,6.02,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量60%)', '均线粘合(离散度4.66%)']"
300267,尔康制药,3.22,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度40%', '地量(均量40%)', '均线粘合(离散度0.97%)']"
300276,三丰智能,6.0,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量30%)', '均线粘合(离散度3.78%)']"
300281,金明精机,6.69,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度58%', '地量(均量57%)', '均线粘合(离散度2.82%)']"
300298,三诺生物,15.63,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度96%', '地量(均量55%)', '均线粘合(离散度0.73%)']"
300329,海伦钢琴,11.99,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度55%', '地量(均量41%)', '均线粘合(离散度1.60%)']"
300339,润和软件,34.77,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量48%)', '均线粘合(离散度2.18%)']"
300340,科恒股份,8.43,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度44%', '地量(均量55%)', '均线粘合(离散度1.79%)']"
300354,东华测试,27.13,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量47%)', '均线粘合(离散度4.63%)']"
300360,炬华科技,11.07,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量52%)', '均线粘合(离散度2.20%)']"
300365,恒华科技,4.49,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度41%', '地量(均量55%)', '均线粘合(离散度1.15%)']"
300375,鹏翎股份,4.05,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度51%', '地量(均量42%)', '均线粘合(离散度1.46%)']"
300384,三联虹普,11.57,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度61%', '地量(均量48%)', '均线粘合(离散度1.36%)']"
300403,汉宇集团,8.66,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量50%)', '均线粘合(离散度2.43%)']"
300405,科隆股份,5.56,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度54%', '地量(均量56%)', '均线粘合(离散度2.49%)']"
300407,凯发电气,10.57,8,3,"['地量', '均线粘合', '形态收敛']","['地量(均量36%)', '均线粘合(离散度3.09%)']"
300412,迦南科技,4.34,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度62%', '地量(均量51%)', '均线粘合(离散度1.77%)']"
300415,伊之密,18.89,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量45%)', '均线粘合(离散度2.45%)']"
300416,苏试试验,14.31,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量45%)', '均线粘合(离散度3.57%)']"
300435,中泰股份,16.94,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量41%)', '均线粘合(离散度3.22%)']"
300440,运达科技,17.72,8,3,"['均线粘合', '形态收敛', '低点抬高']","['筹码集中度65%', '均线粘合(离散度2.40%)']"
300441,鲍斯股份,7.01,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度86%', '地量(均量42%)', '均线粘合(离散度1.08%)']"
300442,润泽科技,63.29,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量41%)', '均线粘合(离散度3.94%)']"
300455,航天智装,17.24,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量50%)', '均线粘合(离散度3.64%)']"
300463,迈克生物,9.08,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度74%', '地量(均量55%)', '均线粘合(离散度0.73%)']"
300466,赛摩智能,7.07,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度51%', '地量(均量55%)', '均线粘合(离散度1.19%)']"
300467,迅游科技,33.2,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度60%', '地量(均量38%)', '均线粘合(离散度1.03%)']"
300476,胜宏科技,227.05,8,4,"['均线粘合', '形态收敛', '低点抬高', '低位']",['均线粘合(离散度4.19%)']
300478,杭州高新,33.76,8,3,"['均线粘合', '形态收敛', '低点抬高']",['均线粘合(离散度2.45%)']
300479,神思电子,14.51,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度54%', '地量(均量55%)', '均线粘合(离散度2.33%)']"
300480,光力科技,32.92,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度47%', '地量(均量46%)', '均线粘合(离散度2.52%)']"
300483,首华燃气,23.65,8,3,"['地量', '均线粘合', '形态收敛']","['地量(均量25%)', '均线粘合(离散度4.49%)']"
300488,恒锋工具,36.92,8,3,"['均线粘合', '形态收敛', '低点抬高']","['筹码集中度48%', '均线粘合(离散度2.66%)']"
300490,华自科技,10.77,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量46%)', '均线粘合(离散度3.03%)']"
300508,维宏股份,39.5,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量53%)', '均线粘合(离散度4.72%)']"
300509,新美星,8.79,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度45%', '地量(均量51%)', '均线粘合(离散度2.16%)']"
300521,爱司凯,25.0,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度66%', '地量(均量56%)', '均线粘合(离散度1.54%)']"
300529,健帆生物,15.01,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度43%', '地量(均量58%)', '均线粘合(离散度3.57%)']"
300532,今天国际,7.01,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度68%', '地量(均量38%)', '均线粘合(离散度1.28%)']"
300541,先进数通,9.53,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度45%', '地量(均量45%)', '均线粘合(离散度2.46%)']"
300545,联得装备,27.42,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量44%)', '均线粘合(离散度4.51%)']"
300547,川环科技,25.31,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量47%)', '均线粘合(离散度3.29%)']"
300564,筑博设计,12.18,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度61%', '地量(均量58%)', '均线粘合(离散度1.61%)']"
300568,星源材质,15.9,8,3,"['均线粘合', '形态收敛', '低点抬高']","['筹码集中度54%', '均线粘合(离散度1.79%)']"
300578,会畅科技,15.35,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量43%)', '均线粘合(离散度1.56%)']"
300580,贝斯特,18.44,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量51%)', '均线粘合(离散度4.92%)']"
300597,吉大通信,7.81,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度54%', '地量(均量48%)', '均线粘合(离散度2.28%)']"
300610,晨化股份,10.08,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度59%', '地量(均量56%)', '均线粘合(离散度2.14%)']"
300616,尚品宅配,10.03,8,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量50%)', '均线粘合(离散度1.77%)']"
300626,华瑞股份,28.88,8,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度41%', '地量(均量56%)', '均线粘合(离散度2.81%)']"
300635,中达安,11.72,8,3,"['地量', '均线粘合', '形态收敛']","['地量(均量50%)', '均线粘合(离散度2.36%)']"
